Description, FlightType, DepartureTime, DefUncov, DefCov, AttUncov, AttCov, SELECTEE, UNKNOWN, LOWRISK1, LOWRISK2, LOWRISK3, LOWRISK4
Flight1, DOMESTIC, 04:54, -3, 0, 3, 0, 7, 115, 42, 24, 5, 5
Flight2, DOMESTIC, 04:44, -10, 0, 10, 0, 2, 135, 37, 23, 3, 9
Flight3, DOMESTIC, 04:43, -4, 0, 4, 0, 3, 57, 29, 14, 7, 8
Flight4, DOMESTIC, 04:26, -3, 0, 3, 0, 2, 56, 48, 24, 1, 6
Flight5, DOMESTIC, 04:58, -7, 0, 7, 0, 1, 80, 40, 6, 7, 6
Flight6, DOMESTIC, 04:19, -2, 0, 2, 0, 2, 104, 48, 13, 3, 7
Flight7, DOMESTIC, 04:16, -6, 0, 6, 0, 2, 87, 25, 22, 9, 6
Flight8, DOMESTIC, 04:27, -5, 0, 5, 0, 5, 117, 49, 20, 1, 6
Flight9, DOMESTIC, 04:14, -7, 0, 7, 0, 6, 85, 40, 9, 4, 2
Flight10, DOMESTIC, 04:01, -3, 0, 3, 0, 6, 70, 27, 6, 1, 4
Flight11, DOMESTIC, 04:15, -2, 0, 2, 0, 2, 95, 47, 15, 4, 9
Flight12, DOMESTIC, 04:19, -3, 0, 3, 0, 3, 113, 44, 13, 1, 1
Flight13, DOMESTIC, 04:43, -6, 0, 6, 0, 9, 69, 27, 16, 2, 1
Flight14, DOMESTIC, 04:45, -10, 0, 10, 0, 6, 53, 42, 6, 2, 5
Flight15, DOMESTIC, 04:35, -6, 0, 6, 0, 5, 103, 48, 9, 5, 1
Flight16, DOMESTIC, 04:27, -5, 0, 5, 0, 2, 146, 34, 7, 7, 4
Flight17, DOMESTIC, 04:35, -3, 0, 3, 0, 7, 85, 29, 15, 3, 5
Flight18, DOMESTIC, 04:12, -5, 0, 5, 0, 3, 116, 45, 9, 1, 5
Flight19, DOMESTIC, 04:13, -9, 0, 9, 0, 1, 86, 42, 16, 2, 6
Flight20, DOMESTIC, 04:20, -6, 0, 6, 0, 2, 91, 37, 6, 4, 5
Flight21, DOMESTIC, 04:37, -5, 0, 5, 0, 5, 57, 31, 13, 9, 4
Flight22, DOMESTIC, 04:02, -4, 0, 4, 0, 9, 99, 43, 13, 6, 3
Flight23, DOMESTIC, 04:11, -5, 0, 5, 0, 3, 108, 41, 8, 6, 6
Flight24, DOMESTIC, 04:08, -4, 0, 4, 0, 6, 148, 27, 17, 9, 8
Flight25, DOMESTIC, 04:07, -1, 0, 1, 0, 5, 104, 46, 8, 5, 4
Flight26, DOMESTIC, 04:09, -8, 0, 8, 0, 8, 131, 29, 5, 7, 6
Flight27, DOMESTIC, 04:14, -1, 0, 1, 0, 5, 104, 29, 5, 5, 2
Flight28, DOMESTIC, 04:40, -2, 0, 2, 0, 3, 93, 25, 22, 9, 9
Flight29, DOMESTIC, 04:02, -7, 0, 7, 0, 5, 84, 44, 14, 9, 4
Flight30, DOMESTIC, 04:50, -8, 0, 8, 0, 8, 142, 30, 9, 1, 6
